variables,units,values,description
blade.internal_structure_2d_fem.pitch_axis,,"[0.5        0.49816955 0.48992341 0.47666778 0.47368421 0.47368421
 0.47368421 0.47368421 0.47368421 0.47368421 0.47368421 0.46808511
 0.4612069  0.44196429 0.43251806 0.42095775 0.41010371 0.40195138
 0.39522149 0.39116278 0.3905275  0.39134099 0.39523274 0.40007425
 0.40504215 0.41113787 0.41946139 0.43201533 0.45321411 0.5       ]","1D array of the chordwise position of the pitch axis (0-LE, 1-TE), defined along blade span."
blade.internal_structure_2d_fem.layer_side,Unavailable,"['', '', 'suction', 'pressure', 'suction', 'pressure', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",1D array setting whether the layer is on the suction or pressure side. This entry is only used if definition_layer is equal to 1 or 2.
blade.internal_structure_2d_fem.definition_web,Unavailable,[1. 1.],1D array of flags identifying how webs are specified in the yaml. 1) offset+rotation=twist 2) offset+rotation
blade.internal_structure_2d_fem.definition_layer,Unavailable,"[ 9.  9.  2.  2.  2.  2.  5.  7.  8.  6.  6.  6.  6.  9. 10. 10. 10. 10.
 10. 10.]","1D array of flags identifying how layers are specified in the yaml. 1) all around (skin, paint, ) 2) offset+rotation twist+width (spar caps) 3) offset+user defined rotation+width 4) midpoint TE+width (TE reinf) 5) midpoint LE+width (LE reinf) 6) layer position fixed to other layer (core fillers) 7) start and width 8) end and width 9) start and end nd 10) web layer"
blade.internal_structure_2d_fem.index_layer_start,Unavailable,[0. 0. 0. 0. 0. 0. 0. 0. 0. 7. 2. 6. 3. 0. 0. 0. 0. 0. 0. 0.],Index used to fix a layer to another
blade.internal_structure_2d_fem.index_layer_end,Unavailable,[0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 6. 3. 8. 0. 0. 0. 0. 0. 0. 0.],Index used to fix a layer to another
blade.ps.s,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]","1D array of the non-dimensional spanwise grid defined along blade axis (0-blade root, 1-blade tip)"
blade.ps.layer_thickness_original,m,"[[0.001      0.001      0.001      0.001      0.001      0.001
  0.001      0.001      0.001      0.001      0.001      0.001
  0.001      0.001      0.001      0.001      0.001      0.001
  0.001      0.001      0.001      0.001      0.001      0.001
  0.001      0.001      0.001      0.001      0.001      0.001     ]
 [0.041      0.033      0.026      0.02       0.015      0.011
  0.00828454 0.00651243 0.00536208 0.00470248 0.00440263 0.00433155
  0.00435823 0.00435168 0.00430703 0.0042194  0.00408392 0.00389572
  0.00364992 0.00334165 0.00297172 0.00257936 0.00214615 0.00169212
  0.00122768 0.001      0.001      0.001      0.001      0.001     ]
 [0.         0.00355481 0.0067056  0.0102755  0.01357881 0.01865745
  0.0250478  0.02943392 0.03186656 0.03182234 0.03013534 0.02796221
  0.02531086 0.02313561 0.02106719 0.01950009 0.01795927 0.01641513
  0.01602866 0.01275695 0.00891627 0.01121204 0.01414296 0.01341045
  0.01320801 0.01276739 0.01151621 0.00919026 0.00521564 0.00587381]
 [0.         0.00355481 0.0067056  0.0102755  0.01357881 0.01865745
  0.0250478  0.02943392 0.03186656 0.03182234 0.03013534 0.02796221
  0.02531086 0.02313561 0.02106719 0.01950009 0.01795927 0.01641513
  0.01602866 0.01275695 0.00891627 0.01121204 0.01414296 0.01341045
  0.01320801 0.01276739 0.01151621 0.00919026 0.00521564 0.00587381]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.001      0.03869231 0.001      0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.001      0.03869231 0.001      0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.00665003 0.00814812 0.00964621 0.0111443
  0.01260256 0.01398116 0.01524026 0.01634003 0.01724065 0.01790228
  0.01832761 0.01851932 0.01848012 0.01821267 0.01771968 0.01700382
  0.01610578 0.01506624 0.01391198 0.01272533 0.01150532 0.01030652
  0.00912537 0.00795837 0.00680196 0.00565261 0.0045068  0.003361  ]
 [0.         0.         0.02334323 0.02514806 0.0269529  0.02875774
  0.03056258 0.03236741 0.03399538 0.0352696  0.03601321 0.03604932
  0.03520108 0.0332916  0.03059387 0.02738085 0.02392552 0.02050085
  0.01737982 0.0148354  0.0128602  0.01109198 0.00970078 0.00850179
  0.0073989  0.006296   0.00519311 0.00409022 0.00298732 0.        ]
 [0.         0.         0.02334323 0.02514806 0.0269529  0.02875774
  0.03056258 0.03236741 0.03399538 0.0352696  0.03601321 0.03604932
  0.03520108 0.0332916  0.03059387 0.02738085 0.02392552 0.02050085
  0.01737982 0.0148354  0.0128602  0.01109198 0.00970078 0.00850179
  0.0073989  0.006296   0.00519311 0.00409022 0.00298732 0.        ]
 [0.         0.         0.01864022 0.02290439 0.02716855 0.03128208
  0.03509432 0.03845464 0.04121238 0.04321692 0.0443176  0.04463178
  0.04427681 0.04337004 0.04202882 0.04037051 0.03851246 0.03646388
  0.03423398 0.03183196 0.02923158 0.02654845 0.02368537 0.02070189
  0.01762209 0.01447005 0.01126986 0.00804558 0.00482131 0.00159703]
 [0.         0.         0.01067832 0.01302775 0.01537718 0.0177266
  0.02007603 0.02234366 0.02444771 0.02630638 0.02783787 0.0289604
  0.02959217 0.02979168 0.02961743 0.02912793 0.02838168 0.02743718
  0.02635293 0.02511064 0.02364711 0.0220788  0.02025266 0.01819533
  0.01588852 0.0133738  0.01069276 0.00788698 0.00499804 0.00206752]
 [0.         0.         0.01171413 0.01476495 0.01781576 0.02086658
  0.02391739 0.02696821 0.03001902 0.03295299 0.03565325 0.03800297
  0.03988528 0.04118335 0.04178032 0.04172736 0.04107568 0.03987644
  0.03818083 0.03604003 0.03342945 0.03064208 0.02751627 0.02419345
  0.02073929 0.01721947 0.01369965 0.01017983 0.00666001 0.00314019]
 [0.         0.         0.03598738 0.04397734 0.05196731 0.05963021
  0.066639   0.07266661 0.07738598 0.08047006 0.08159179 0.08099669
  0.07893026 0.07563804 0.07136553 0.06635826 0.06086173 0.05503573
  0.04904003 0.04303439 0.03725004 0.03163241 0.02655561 0.02186997
  0.01749725 0.01335922 0.00937765 0.00547432 0.00157099 0.001     ]
 [0.041      0.033      0.026      0.02       0.01531562 0.01261405
  0.01008929 0.00782972 0.00592376 0.00445981 0.00352627 0.00301625
  0.00282289 0.00283929 0.0029586  0.00307391 0.00307837 0.00299303
  0.00283898 0.00263728 0.00240774 0.00217523 0.00195702 0.00175179
  0.00155694 0.00136987 0.00118799 0.00100871 0.001      0.001     ]
 [0.         0.         0.         0.00216423 0.00221016 0.00225609
  0.00230203 0.00234796 0.00238579 0.0024074  0.0024047  0.00236957
  0.00229392 0.00216963 0.00201292 0.00184    0.00166708 0.00151037
  0.00138608 0.00131043 0.00128278 0.0012726  0.00129421 0.00133204
  0.00137797 0.00142391 0.00146984 0.00151577 0.0015617  0.        ]
 [0.         0.         0.         0.03748906 0.03611723 0.03474541
  0.0333631  0.03195982 0.0305251  0.02904844 0.02751938 0.02592742
  0.02433745 0.02281437 0.02142306 0.02022841 0.01929532 0.01868866
  0.01834679 0.01820803 0.01958647 0.02       0.02       0.02
  0.02       0.02       0.02       0.02       0.02       0.        ]
 [0.         0.         0.         0.00207236 0.0021183  0.00216423
  0.00221016 0.00225609 0.00230203 0.00234796 0.00238579 0.0024074
  0.0024047  0.00236957 0.00229392 0.00216963 0.00201292 0.00184
  0.00166708 0.00151037 0.0013973  0.00131043 0.0012753  0.0012726
  0.00129421 0.00133204 0.00137797 0.00142391 0.00146984 0.        ]
 [0.         0.         0.         0.0025176  0.00244513 0.00237266
  0.00230019 0.00222772 0.00215449 0.00207974 0.00200272 0.00192266
  0.0018388  0.00175038 0.00166147 0.0015761  0.00149834 0.00143223
  0.00138184 0.0013512  0.00134007 0.00133604 0.00134493 0.00136041
  0.00137918 0.00139795 0.00141672 0.00143549 0.00145426 0.        ]
 [0.         0.         0.         0.03770661 0.03634612 0.03498563
  0.03361392 0.03221976 0.03079194 0.02931923 0.02779041 0.02619427
  0.02459556 0.02305903 0.02164945 0.02043157 0.02       0.02
  0.02       0.02       0.02       0.02       0.02       0.02
  0.02       0.02       0.02       0.02       0.02       0.        ]
 [0.         0.         0.         0.00266254 0.00259007 0.0025176
  0.00244513 0.00237266 0.00230019 0.00222772 0.00215449 0.00207974
  0.00200272 0.00192266 0.0018388  0.00175038 0.00166147 0.0015761
  0.00149834 0.00143223 0.0013864  0.0013512  0.00133703 0.00133604
  0.00134493 0.00136041 0.00137918 0.00139795 0.00141672 0.        ]]","2D array of the thickness of the layers of the blade structure. The first dimension represents each layer, the second dimension represents each entry along blade span."
blade.ps.s_opt_spar_cap_ss,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade spar cap suction side
blade.ps.spar_cap_ss_opt,m,"[0.         0.00248836 0.00469392 0.00719285 0.00950517 0.01894042
 0.02499346 0.02940147 0.03183602 0.03179735 0.0301187  0.02795352
 0.02530919 0.02314014 0.02107638 0.0195123  0.01797289 0.0164235
 0.01489287 0.01277315 0.00624139 0.00990961 0.00990007 0.00938732
 0.00924561 0.00893718 0.00806135 0.00643318 0.00365095 0.00587381]",1D array of the the blade spanwise distribution of the spar caps suction side being optimized
blade.ps.s_opt_spar_cap_ps,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade spar cap pressure side
blade.ps.spar_cap_ps_opt,m,"[0.         0.00355481 0.0067056  0.0102755  0.01357881 0.01865745
 0.0250478  0.02943392 0.03186656 0.03182234 0.03013534 0.02796221
 0.02531086 0.02313561 0.02106719 0.01950009 0.01795927 0.01641513
 0.01602866 0.01275695 0.00891627 0.01121204 0.01414296 0.01341045
 0.01320801 0.01276739 0.01151621 0.00919026 0.00521564 0.00587381]",1D array of the the blade spanwise distribution of the spar caps pressure side being optimized
blade.ps.s_opt_te_ss,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade trailing edge suction side
blade.ps.te_ss_opt,m,"[0.         0.         0.02334323 0.02514806 0.0269529  0.02875774
 0.03056258 0.03236741 0.03399538 0.0352696  0.03601321 0.03604932
 0.03520108 0.0332916  0.03059387 0.02738085 0.02392552 0.02050085
 0.01737982 0.0148354  0.0128602  0.01109198 0.00970078 0.00850179
 0.0073989  0.006296   0.00519311 0.00409022 0.00298732 0.        ]",1D array of the the blade spanwise distribution of the trailing edges suction side being optimized
blade.ps.s_opt_te_ps,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade trailing edge pressure side
blade.ps.te_ps_opt,m,"[0.         0.         0.02334323 0.02514806 0.0269529  0.02875774
 0.03056258 0.03236741 0.03399538 0.0352696  0.03601321 0.03604932
 0.03520108 0.0332916  0.03059387 0.02738085 0.02392552 0.02050085
 0.01737982 0.0148354  0.0128602  0.01109198 0.00970078 0.00850179
 0.0073989  0.006296   0.00519311 0.00409022 0.00298732 0.        ]",1D array of the the blade spanwise distribution of the trailing edges pressure side being optimized
high_level_tower_props.tower_ref_axis_user,m,"[[  0.    0.    0. ]
 [  0.    0.   13.7]
 [  0.    0.   27.4]
 [  0.    0.   41.1]
 [  0.    0.   54.8]
 [  0.    0.   68.5]
 [  0.    0.   82.2]
 [  0.    0.   95.9]
 [  0.    0.  109.6]
 [  0.    0.  123.3]
 [  0.    0.  137. ]]","2D array of the coordinates (x,y,z) of the tower reference axis. The coordinate system is the global coordinate system of OpenFAST: it is placed at tower base with x pointing downwind, y pointing on the side and z pointing vertically upwards. A standard tower configuration will have zero x and y values and positive z values."
high_level_tower_props.distance_tt_hub,m,[3.],Vertical distance from tower top to hub center.
high_level_tower_props.hub_height_user,m,[140.],Height of the hub specified by the user.
high_level_tower_props.rotor_diameter,m,[206.],Diameter of the rotor used in WISDEM. It is defined as two times the blade length plus the hub diameter.
af_3d.aoa,rad,"[-3.14159265 -3.08923278 -3.0368729  -2.98451302 -2.93215314 -2.87979327
 -2.82743339 -2.77507351 -2.72271363 -2.67035376 -2.61799388 -2.565634
 -2.51327412 -2.46091425 -2.40855437 -2.35619449 -2.30383461 -2.25147474
 -2.19911486 -2.14675498 -2.0943951  -2.04203522 -1.98967535 -1.93731547
 -1.88495559 -1.83259571 -1.78023584 -1.72787596 -1.67551608 -1.6231562
 -1.57079633 -1.51843645 -1.46607657 -1.41371669 -1.36135682 -1.30899694
 -1.25663706 -1.20427718 -1.15191731 -1.09955743 -1.04719755 -0.99483767
 -0.9424778  -0.89011792 -0.83775804 -0.78539816 -0.73303829 -0.68067841
 -0.62831853 -0.57595865 -0.52359878 -0.51302102 -0.50244327 -0.49186552
 -0.48128776 -0.47071001 -0.46013226 -0.4495545  -0.43897675 -0.428399
 -0.41782125 -0.40724349 -0.39666574 -0.38608799 -0.37551023 -0.36493248
 -0.35435473 -0.34377697 -0.33319922 -0.32262147 -0.31204371 -0.30146596
 -0.29088821 -0.28031046 -0.2697327  -0.25915495 -0.2485772  -0.23799944
 -0.22742169 -0.21684394 -0.20626618 -0.19568843 -0.18511068 -0.17453293
 -0.16395517 -0.15337742 -0.14279967 -0.13222191 -0.12164416 -0.11106641
 -0.10048865 -0.0899109  -0.07933315 -0.06875539 -0.05817764 -0.04759989
 -0.03702214 -0.02644438 -0.01586663 -0.00528888  0.00528888  0.01586663
  0.02644438  0.03702214  0.04759989  0.05817764  0.06875539  0.07933315
  0.0899109   0.10048865  0.11106641  0.12164416  0.13222191  0.14279967
  0.15337742  0.16395517  0.17453293  0.18511068  0.19568843  0.20626618
  0.21684394  0.22742169  0.23799944  0.2485772   0.25915495  0.2697327
  0.28031046  0.29088821  0.30146596  0.31204371  0.32262147  0.33319922
  0.34377697  0.35435473  0.36493248  0.37551023  0.38608799  0.39666574
  0.40724349  0.41782125  0.428399    0.43897675  0.4495545   0.46013226
  0.47071001  0.48128776  0.49186552  0.50244327  0.51302102  0.52359878
  0.57595865  0.62831853  0.68067841  0.73303829  0.78539816  0.83775804
  0.89011792  0.9424778   0.99483767  1.04719755  1.09955743  1.15191731
  1.20427718  1.25663706  1.30899694  1.36135682  1.41371669  1.46607657
  1.51843645  1.57079633  1.6231562   1.67551608  1.72787596  1.78023584
  1.83259571  1.88495559  1.93731547  1.98967535  2.04203522  2.0943951
  2.14675498  2.19911486  2.25147474  2.30383461  2.35619449  2.40855437
  2.46091425  2.51327412  2.565634    2.61799388  2.67035376  2.72271363
  2.77507351  2.82743339  2.87979327  2.93215314  2.98451302  3.0368729
  3.08923278  3.14159265]",1D array of the angles of attack used to define the polars of the airfoils. All airfoils defined in openmdao share this grid.
af_3d.Re,,[ 3000000.  5280000.  6000000.  9000000. 12000000.],1D array of the Reynolds numbers used to define the polars of the airfoils. All airfoils defined in openmdao share this grid.
af_3d.cl,,"[[[[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  ...

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]]


 [[[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.00226138]
   [ 0.00200259]
   [ 0.00192094]
   [ 0.0019311 ]
   [ 0.0018934 ]]

  [[ 0.00452276]
   [ 0.00400518]
   [ 0.00384188]
   [ 0.00386219]
   [ 0.00378681]]

  ...

  [[-0.00452276]
   [-0.00400518]
   [-0.00384188]
   [-0.00386219]
   [-0.00378681]]

  [[-0.00226138]
   [-0.00200259]
   [-0.00192094]
   [-0.0019311 ]
   [-0.0018934 ]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]]


 [[[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.02249114]
   [ 0.02048307]
   [ 0.01985525]
   [ 0.0199332 ]
   [ 0.01964406]]

  [[ 0.04498229]
   [ 0.04096614]
   [ 0.03971049]
   [ 0.03986639]
   [ 0.03928813]]

  ...

  [[-0.04498229]
   [-0.04096614]
   [-0.03971049]
   [-0.03986639]
   [-0.03928813]]

  [[-0.02249114]
   [-0.02048307]
   [-0.01985525]
   [-0.0199332 ]
   [-0.01964406]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]]


 ...


 [[[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.18189122]
   [ 0.18610647]
   [ 0.1874376 ]
   [ 0.194393  ]
   [ 0.19801159]]

  [[ 0.36378244]
   [ 0.37221294]
   [ 0.37487521]
   [ 0.388786  ]
   [ 0.39602318]]

  ...

  [[-0.36378244]
   [-0.37221294]
   [-0.37487521]
   [-0.388786  ]
   [-0.39602318]]

  [[-0.18189122]
   [-0.18610647]
   [-0.1874376 ]
   [-0.194393  ]
   [-0.19801159]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]]


 [[[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.19131361]
   [ 0.19659804]
   [ 0.19826681]
   [ 0.20486359]
   [ 0.20847081]]

  [[ 0.38262721]
   [ 0.39319608]
   [ 0.39653362]
   [ 0.40972718]
   [ 0.41694162]]

  ...

  [[-0.38262721]
   [-0.39319608]
   [-0.39653362]
   [-0.40972718]
   [-0.41694162]]

  [[-0.19131361]
   [-0.19659804]
   [-0.19826681]
   [-0.20486359]
   [-0.20847081]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]]


 [[[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.20244966]
   [ 0.20926705]
   [ 0.21141991]
   [ 0.21738108]
   [ 0.22104327]]

  [[ 0.40489932]
   [ 0.41853411]
   [ 0.42283983]
   [ 0.43476216]
   [ 0.44208654]]

  ...

  [[-0.40489932]
   [-0.41853411]
   [-0.42283983]
   [-0.43476216]
   [-0.44208654]]

  [[-0.20244966]
   [-0.20926705]
   [-0.21141991]
   [-0.21738108]
   [-0.22104327]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]]]","4D array with the lift coefficients of the airfoils. Dimension 0 is along the blade span for n_span stations, dimension 1 is along the angles of attack, dimension 2 is along the Reynolds number, dimension 3 is along the number of tabs, which may describe multiple sets at the same station, for example in presence of a flap."
af_3d.cd,,"[[[[0.5       ]
   [0.5       ]
   [0.5       ]
   [0.5       ]
   [0.5       ]]

  [[0.5       ]
   [0.5       ]
   [0.5       ]
   [0.5       ]
   [0.5       ]]

  [[0.5       ]
   [0.5       ]
   [0.5       ]
   [0.5       ]
   [0.5       ]]

  ...

  [[0.5       ]
   [0.5       ]
   [0.5       ]
   [0.5       ]
   [0.5       ]]

  [[0.5       ]
   [0.5       ]
   [0.5       ]
   [0.5       ]
   [0.5       ]]

  [[0.5       ]
   [0.5       ]
   [0.5       ]
   [0.5       ]
   [0.5       ]]]


 [[[0.48317224]
   [0.48317224]
   [0.48317224]
   [0.48317224]
   [0.48317224]]

  [[0.48317224]
   [0.48317224]
   [0.48317224]
   [0.48317224]
   [0.48317224]]

  [[0.48317224]
   [0.48317224]
   [0.48317224]
   [0.48317224]
   [0.48317224]]

  ...

  [[0.48317224]
   [0.48317224]
   [0.48317224]
   [0.48317224]
   [0.48317224]]

  [[0.48317224]
   [0.48317224]
   [0.48317224]
   [0.48317224]
   [0.48317224]]

  [[0.48317224]
   [0.48317224]
   [0.48317224]
   [0.48317224]
   [0.48317224]]]


 [[[0.34328947]
   [0.34328947]
   [0.34328947]
   [0.34328947]
   [0.34328947]]

  [[0.34328947]
   [0.34328947]
   [0.34328947]
   [0.34328947]
   [0.34328947]]

  [[0.34328947]
   [0.34328947]
   [0.34328947]
   [0.34328947]
   [0.34328947]]

  ...

  [[0.34328947]
   [0.34328947]
   [0.34328947]
   [0.34328947]
   [0.34328947]]

  [[0.34328947]
   [0.34328947]
   [0.34328947]
   [0.34328947]
   [0.34328947]]

  [[0.34328947]
   [0.34328947]
   [0.34328947]
   [0.34328947]
   [0.34328947]]]


 ...


 [[[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  ...

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]]


 [[[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  ...

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]]


 [[[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  ...

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]]]","4D array with the drag coefficients of the airfoils. Dimension 0 is along the blade span for n_span stations, dimension 1 is along the angles of attack, dimension 2 is along the Reynolds number, dimension 3 is along the number of tabs, which may describe multiple sets at the same station, for example in presence of a flap."
